Group,Subgroup,Emoji,Title,DescribedBy,URL,Description,Codepoints Hex
people,"Professions, Roles & Fantasy",🤶,Mrs. Claus,mrs-claus,/mrs-claus,"Mother Christmas, more commonly known as Mrs. Claus, is the wife of Santa Claus. Displayed as an older woman with glasses and a festive red and white bonnet. See also: Christmas emoji list .",U+1F936
people,"Professions, Roles & Fantasy",🧑‍🎄,Mx Claus,mx-claus,/mx-claus,"A person, generally depicted as being older with gray hair, wearing a red Christmas (aka ""Santa"") hat. Does not represent any specific character in folklore. Mx Claus provides a gender inclusive alternative to 🎅 Santa Claus or 🤶 Mrs. Claus . Apple depicts Mx Claus as wearing glasses , while other vendors do not. Mx is an honorific that does not indicate gender .","U+1F9D1,U+200D,U+1F384"
people,"Professions, Roles & Fantasy",🦸,Superhero,superhero,/superhero,"A person who wields abilities beyond those of ordinary people and is dedicated to protecting the public. Generally depicted as wearing a colorful domino mask and a cape. This base emoji does not specify a gender, but is used to create the emojis for Man Superhero and Woman Superhero . The Supervillain is the nemesis of this emoji.",U+1F9B8
people,"Professions, Roles & Fantasy",🦸‍♂️,Man Superhero,man-superhero,/man-superhero,A man who wields abilities beyond those of ordinary people and is dedicated to protecting the public. Generally depicted as wearing a colorful domino mask and a cape. The Supervillain is the nemesis of this emoji.,"U+1F9B8,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",🦸‍♀️,Woman Superhero,woman-superhero,/woman-superhero,A woman who wields abilities beyond those of ordinary people and is dedicated to protecting the public. Generally depicted as wearing a colorful domino mask and a cape. The Supervillain is the nemesis of this emoji.,"U+1F9B8,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",🦹,Supervillain,supervillain,/supervillain,"A person who wields abilities beyond those of ordinary people who, unlike their nemesis the Superhero , uses their powers for evil. This base emoji does not specify a gender, but is used to create the emojis for Man Supervillain and Woman Supervillain . Google's design is similar to that of Mr. Sinister from the X-Men Marvel comics.",U+1F9B9
people,"Professions, Roles & Fantasy",🦹‍♂️,Man Supervillain,man-supervillain,/man-supervillain,"A man who wields abilities beyond those of ordinary people who, unlike their nemesis the Superhero , uses their powers for evil. Google's design is similar to that of Mr. Sinister from the X-Men Marvel comics.","U+1F9B9,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",🧙,Mage,mage,/mage,A person who wields magical powers derived from supernatural or occult sources.,U+1F9D9
people,"Professions, Roles & Fantasy",🧙‍♂️,Man Mage,man-mage,/man-mage,"A man who wields magical powers derived from supernatural or occult sources. May also be referred to as a wizard, warlock, or sorcerer.","U+1F9D9,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",🧙‍♀️,Woman Mage,woman-mage,/woman-mage,"A woman who wields magical powers derived from supernatural or occult sources. May also be referred to as a witch, enchantress, or sorceress.","U+1F9D9,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",🧚,Fairy,fairy,/fairy,"A magical humanoid creature found in myths and fantasy stories. Generally depicted as having insect-inspired wings, it can also be assumed to be quite diminutive in size. This emoji supports skin tones, and variations that are female or male .",U+1F9DA
people,"Professions, Roles & Fantasy",🧚‍♂️,Man Fairy,man-fairy,/man-fairy,"A magical male creature found in myths and fantasy stories. Generally depicted as having insect-inspired wings, it can also be assumed to be quite diminutive in size.","U+1F9DA,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",🧚‍♀️,Woman Fairy,woman-fairy,/woman-fairy,"A magical female creature found in myths and fantasy stories. Generally depicted as having insect-inspired wings, it can also be assumed to be quite diminutive in size.","U+1F9DA,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",🧛,Vampire,vampire,/vampire,"A vampire shown wearing a dark cape, and with pointed fangs. This emoji supports skin tones, and variations that are female or male . May be used to call someone an ""energy vampire"", i.e. a person whose actions leave others exhausted or drained of energy",U+1F9DB
people,"Professions, Roles & Fantasy",🧛‍♂️,Man Vampire,man-vampire,/man-vampire,"A male vampire shown wearing a dark cape, and with pointed fangs.","U+1F9DB,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",🧛‍♀️,Woman Vampire,woman-vampire,/woman-vampire,"A female vampire shown wearing a dark cape, and with pointed fangs.","U+1F9DB,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",🧜,Merperson,merperson,/merperson,"A merperson who may be referred to as merfolk or merpeople in plural. May be used for the display of a mermaid, mergirl, merwoman , or merman . Occasional shown wielding a trident .",U+1F9DC
people,"Professions, Roles & Fantasy",🧜‍♂️,Merman,merman,/merman,The male version of the 🧜 Merperson emoji.,"U+1F9DC,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",🧜‍♀️,Mermaid,mermaid,/mermaid,The female version of the 🧜 Merperson emoji.,"U+1F9DC,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",🧝‍♂️,Man Elf,man-elf,/man-elf,A male creature with pointed ears and a human-like face.,"U+1F9DD,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",🧝‍♀️,Woman Elf,woman-elf,/woman-elf,A female creature with pointed ears and a human-like face.,"U+1F9DD,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",🧞,Genie,genie,/genie,"A supernatural being, which is generally shown to be imprisoned within a bottle or lamp. May be capable of granting wishes when summoned. Variations exist for a female genie or male genie . Several vendors' design for this emoji is highly reminiscent of The Genie character from Disney's Aladdin films.",U+1F9DE
people,"Professions, Roles & Fantasy",🧞‍♂️,Man Genie,man-genie,/man-genie,"A supernatural male being, which is generally shown to be imprisoned within a bottle or lamp. May be capable of granting wishes when summoned.","U+1F9DE,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",🧞‍♀️,Woman Genie,woman-genie,/woman-genie,"A supernatural female being, which is generally shown to be imprisoned within a bottle or lamp. May be capable of granting wishes when summoned.","U+1F9DE,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",🧟,Zombie,zombie,/zombie,"A reanimated human, often found in works of horror fiction. May have a female or male appearance. May be used to refer to someone who appears listless, apathetic, or unresponsive to their surroundings. May also be used to refer to a person who attempts to resume communications after previously ghosting out of a conversation.",U+1F9DF
people,"Professions, Roles & Fantasy",🧟‍♂️,Man Zombie,man-zombie,/man-zombie,"A reanimated human man, often found in works of horror fiction.","U+1F9DF,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",🧟‍♀️,Woman Zombie,woman-zombie,/woman-zombie,"A reanimated human woman, often found in works of horror fiction.","U+1F9DF,U+200D,U+2640,U+FE0F"
people,"Professions, Roles & Fantasy",🧌,Troll,troll,/troll,"A green troll, usually shown holding a club. May be used to refer to the fantasy creature. May also be used to refer to an internet troll or the act of trolling. Apple’s troll holds a scepter instead of a club. Microsoft, Twitter, and WhatsApp's designs show only the bust of a troll instead of the full-bodied creature.",U+1F9CC
people,"Professions, Roles & Fantasy",👯,People with Bunny Ears,people-with-bunny-ears,/people-with-bunny-ears,"An iteration of the Playboy Bunny known in Japan as a Bunny Girl . Usually depicted as an attractive woman  wearing bunny ears; a bunny girl can also be seen in anime as a hybrid human/animal known as Kemonomimi . Some versions of this emoji, such as Apple’s, display two girls dancing, each wearing a leotard and bunny ears. Other interpretations show the face of one woman wearing bunny ears. The two-person version of this emoji is often used as a display of friendship, fun, or ""let's party"".",U+1F46F
people,"Professions, Roles & Fantasy",👯‍♂️,Men with Bunny Ears,men-with-bunny-ears,/men-with-bunny-ears,The male version of the 👯 Woman With Bunny Ears emoji.,"U+1F46F,U+200D,U+2642,U+FE0F"
people,"Professions, Roles & Fantasy",👯‍♀️,Women with Bunny Ears,women-with-bunny-ears,/women-with-bunny-ears,A female version of the 👯 People With Bunny Ears emoji.,"U+1F46F,U+200D,U+2640,U+FE0F"
people,Families & Couples,🧑‍🤝‍🧑,People Holding Hands,people-holding-hands,/people-holding-hands,"Two people holding hands, most likely due to being in a relationship. No gender is specified for these two people, meaning they are likely to be shown with a gender inclusive design.","U+1F9D1,U+200D,U+1F91D,U+200D,U+1F9D1"
people,Families & Couples,👭,Women Holding Hands,women-holding-hands,/women-holding-hands,"Two women holding hands, most likely due to being in a relationship.",U+1F46D
people,Families & Couples,👫,Woman and Man Holding Hands,woman-and-man-holding-hands,/woman-and-man-holding-hands,"A woman and man holding hands, most likely due to being in a relationship.",U+1F46B
people,Families & Couples,👬,Men Holding Hands,men-holding-hands,/men-holding-hands,"Two men holding hands, most likely due to being in a relationship.",U+1F46C
people,Families & Couples,💏,Kiss,kiss,/kiss,"A kissing gesture, shown with a pink love heart floating in the air between two people. No gender is specified for the two people, and as such this may be used to represent the concept of a couple broadly, and/or as a means of showing two non-binary people. Previously shown with the same appearance as 👩‍❤️‍💋‍👨 Kiss: Woman, Man , but now displays two people with an ambiguous gender appearance.",U+1F48F
people,Families & Couples,👩‍❤️‍💋‍👨,"Kiss: Woman, Man",kiss-woman-man,/kiss-woman-man,"A woman and a man displayed kissing, or gesturing a kiss toward each other.","U+1F469,U+200D,U+2764,U+FE0F,U+200D,U+1F48B,U+200D,U+1F468"
people,Families & Couples,👨‍❤️‍💋‍👨,"Kiss: Man, Man",kiss-man-man,/kiss-man-man,"Two men displayed kissing, or gesturing a kiss toward each other. At small sizes this may be difficult to discern from the two women kissing .","U+1F468,U+200D,U+2764,U+FE0F,U+200D,U+1F48B,U+200D,U+1F468"
people,Families & Couples,👩‍❤️‍💋‍👩,"Kiss: Woman, Woman",kiss-woman-woman,/kiss-woman-woman,"Two women displayed kissing, or gesturing a kiss toward each other. At small sizes this may be difficult to discern from two men kissing .","U+1F469,U+200D,U+2764,U+FE0F,U+200D,U+1F48B,U+200D,U+1F469"
people,Families & Couples,💑,Couple with Heart,couple-with-heart,/couple-with-heart,"A couple standing next to each other, smiling, with a love heart floating in the air between them. No gender is specified for the two people, and as such this may be used to represent the concept of a couple broadly, and/or as a means of showing two non-binary people. Previously shown with the same appearance as 👩‍❤️‍👨 Couple With Heart: Woman, Man , but now displays two people with an ambiguous gender appearance.",U+1F491
people,Families & Couples,👩‍❤️‍👨,"Couple with Heart: Woman, Man",couple-with-heart-woman-man,/couple-with-heart-woman-man,"A woman and a man standing next to each other, smiling, with a love heart floating in the air between them.","U+1F469,U+200D,U+2764,U+FE0F,U+200D,U+1F468"
people,Families & Couples,👨‍❤️‍👨,"Couple with Heart: Man, Man",couple-with-heart-man-man,/couple-with-heart-man-man,"Two men standing next to each other, smiling, with a love heart floating in the air between them.","U+1F468,U+200D,U+2764,U+FE0F,U+200D,U+1F468"
people,Families & Couples,👩‍❤️‍👩,"Couple with Heart: Woman, Woman",couple-with-heart-woman-woman,/couple-with-heart-woman-woman,"Two women standing next to each other, smiling, with a love heart floating in the air between them.","U+1F469,U+200D,U+2764,U+FE0F,U+200D,U+1F469"
people,Families & Couples,👨‍👩‍👦,"Family: Man, Woman, Boy",family-man-woman-boy,/family-man-woman-boy,"A family with a father, mother, and one son.","U+1F468,U+200D,U+1F469,U+200D,U+1F466"
people,Families & Couples,👨‍👩‍👧,"Family: Man, Woman, Girl",family-man-woman-girl,/family-man-woman-girl,"A family with a father, mother, and one daughter.","U+1F468,U+200D,U+1F469,U+200D,U+1F467"
people,Families & Couples,👨‍👩‍👧‍👦,"Family: Man, Woman, Girl, Boy",family-man-woman-girl-boy,/family-man-woman-girl-boy,"A family with a father, mother, daughter, and son.","U+1F468,U+200D,U+1F469,U+200D,U+1F467,U+200D,U+1F466"
people,Families & Couples,👨‍👩‍👧‍👧,"Family: Man, Woman, Girl, Girl",family-man-woman-girl-girl,/family-man-woman-girl-girl,"A family with a father, mother, and two daughters.","U+1F468,U+200D,U+1F469,U+200D,U+1F467,U+200D,U+1F467"
